id	source	url	observed_signal	surface_plugin_implication
apple-string-transform	StringTransform	https://developer.apple.com/documentation/foundation/stringtransform	Apple StringTransform covers string transformations such as script transliteration and full-width/half-width conversion.	Use Foundation-backed transforms for slug/diacritic behavior where possible.
apple-string-applying-transform	String applyingTransform(_:reverse:)	https://developer.apple.com/documentation/swift/stringprotocol/applyingtransform%28_%3Areverse%3A%29/	Apple documents applying string transliteration transforms and returning an optional transformed string.	Slugify/transliteration should be a pure local transform with deterministic fallbacks.
apple-percent-encoding	NSString addingPercentEncoding(withAllowedCharacters:)	https://developer.apple.com/documentation/foundation/nsstring/addingpercentencoding%28withallowedcharacters%3A%29	Apple documents percent-encoding characters outside an allowed character set.	URL encoding should use structured Foundation APIs instead of ad hoc replacement.
apple-data-base64	Data base64EncodedString(options:)	https://developer.apple.com/documentation/foundation/nsdata/base64encodedstring%28options%3A%29	Apple documents creating a Base64 encoded string from data.	Base64 encode/decode can be local deterministic transform rows with visible invalid-input errors.
apple-json-serialization	JSONSerialization	https://developer.apple.com/documentation/foundation/jsonserialization	Apple JSONSerialization converts between JSON and Foundation objects.	Use JSON APIs for string escaping/validation instead of hand-built JSON escaping.
apple-nsregularexpression	NSRegularExpression	https://developer.apple.com/documentation/foundation/nsregularexpression	Apple documents immutable compiled regular expressions applied to Unicode strings.	Use fixed internal regexes for safe cleanup only; do not expose user regex pipelines in v1.
raycast-window-management	Raycast Manual: Window Management	https://manual.raycast.com/window-management	Raycast Window Management includes focused-window commands for halves, thirds, quarters, center, maximize, restore, display movement, saved layouts, custom commands, and notes that Accessibility is required on macOS.	`windowlayouts` should start with focused-window presets and explicit Accessibility-gated actions, not automatic tiling.
hammerspoon-window	Hammerspoon hs.window	https://www.hammerspoon.org/docs/hs.window.html	Hammerspoon exposes focused-window lookup plus frame, move, maximize, screen, fullscreen, and setFrame operations.	Focused-window move/resize is a proven automation shape, but Surface should implement it directly in Swift as one `BlockRuntime`.
hammerspoon-layout	Hammerspoon hs.layout	https://www.hammerspoon.org/docs/hs.layout.html	Hammerspoon `hs.layout` applies placement/sizing to multiple windows and defines unit rect presets such as left percentages and maximized.	Surface v1 can borrow unit-rect presets while postponing multi-window workspace restore.
hammerspoon-halfs-thirds	Hammerspoon WindowHalfsAndThirds Spoon	https://www.hammerspoon.org/Spoons/WindowHalfsAndThirds.html	The Spoon focuses on simple window movement/resizing with halves, thirds, center, and maximized hotkeys.	`windowlayouts` should prioritize the small action set users already recognize: halves, thirds, center, maximize.
apple-ax-copy-attribute	AXUIElementCopyAttributeValue	https://developer.apple.com/documentation/applicationservices/1462085-axuielementcopyattributevalue	Apple documents reading an accessibility object's attribute value.	Use to read the focused window, current position, and current size after Accessibility is granted.
apple-ax-set-attribute	AXUIElementSetAttributeValue	https://developer.apple.com/documentation/applicationservices/1460434-axuielementsetattributevalue	Apple documents setting an accessibility object's attribute value.	Use only from explicit user actions to set focused-window position and size.
apple-ax-position	kAXPositionAttribute	https://developer.apple.com/documentation/applicationservices/kaxpositionattribute	Apple documents the accessibility position attribute.	`windowlayouts` can map target frames to a position attribute on the focused window.
apple-ax-size	kAXSizeAttribute	https://developer.apple.com/documentation/applicationservices/kaxsizeattribute	Apple documents the accessibility size attribute.	`windowlayouts` can map target frames to a size attribute on the focused window.
apple-nsscreen-visibleframe	NSScreen visibleFrame	https://developer.apple.com/documentation/appkit/nsscreen/visibleframe	Apple exposes the screen frame not obscured by menu bar or Dock.	Use visible frame for layout math so presets avoid system chrome.
raycast-delivery-tracker	Raycast Store: Delivery Tracker	https://www.raycast.com/halprin/delivery-tracker	Raycast Delivery Tracker tracks deliveries/packages/parcels, remembers deliveries, supports UPS/FedEx/USPS direct API integration, groups by status such as arriving today/in transit/delivered, adds notes, archives packages, and exposes a menu-bar glance.	`packagewatch` should mirror active rows, notes, archive, and status grouping, but avoid carrier API credentials in v1.
raycast-parcel	Raycast Store: Parcel	https://www.raycast.com/marcmagn1/parcel	Raycast Parcel lets Parcel users view active/upcoming deliveries, see carrier/tracking/status/history details, copy tracking numbers, and add deliveries to Parcel.	Surface can provide a local package ledger with open/copy/add actions without depending on a separate package app.
seventeentrack-api	17TRACK Tracking API	https://www.17track.net/en/api	17TRACK presents a global tracking API with real-time updates and carrier integration across many carriers.	Carrier polling is useful later but belongs behind cached external writes or explicit integration, not inside the first local block.
seventeentrack-tracking	17TRACK Tracking Page	https://www.17track.net/en/tracking	17TRACK provides a public tracking page and redirects URL-number tracking links such as `https://www.17track.net/en/track?nums=...` to its tracking UI.	`packagewatch` can open a universal tracking URL as an explicit user action when no carrier-specific URL is stored.
apple-wallet-orders	Apple Support: Track orders and purchases in Wallet	https://support.apple.com/en-us/105065	Apple Wallet order tracking depends on participating apps/websites and merchant-provided order information, with actions to manage an order, email the merchant, view related email, or track on the shipping company's website.	Surface should not scrape Wallet or email in v1; store manual/cached package rows and open carrier/merchant URLs explicitly.
raycast-stock-tracker	Raycast Store: Stock Tracker	https://www.raycast.com/hmarr/stock-tracker	Raycast Stock Tracker shows stock market data for individual stocks or a portfolio using Yahoo Finance.	`financewatch` should support watchlist rows and cached quote display, but avoid relying on unofficial/live Yahoo fetches inside v1.
raycast-stock-lookup	Raycast Store: Stock Lookup	https://www.raycast.com/jones-sam/stock-lookup	Raycast Stock Lookup retrieves stock information from Alpha Vantage and asks users to add an API key in preferences.	Live market data generally introduces API keys and provider terms; keep v1 local/cached and no credentials.
raycast-apple-stocks-search	Raycast Store: Apple Stocks Search	https://www.raycast.com/hayden_barnes/apple-stocks-search	Raycast Apple Stocks Search supports searching Apple Stocks symbols and opening Apple Stocks, but does not display prices itself.	Open/search handoff is a safe fallback when live quote data is unavailable.
xbar-yahoo-stock-ticker	xbar Yahoo Stock Ticker	https://xbarapp.com/docs/plugins/Finance/yahoo_stock_ticker.10m.py.html	xbar's Yahoo stock ticker shows major indexes and stock symbols in the menu bar, uses Yahoo Finance data with delayed prices, no API key, and optional price alarms.	Finance watchlists are validated as ambient status, but Surface should not add price alarms or depend on unofficial live fetches in v1.
alpha-vantage-docs	Alpha Vantage API Documentation	https://www.alphavantage.co/documentation/	Alpha Vantage documents stock APIs for realtime/historical market data, including time series endpoints and API-key access.	If live quotes are added later, make them an external cached writer or explicit integration, not hidden runtime fetching.
sec-edgar-apis	SEC EDGAR Application Programming Interfaces	https://www.sec.gov/search-filings/edgar-application-programming-interfaces	SEC data.sec.gov provides JSON APIs for submissions and extracted XBRL financial statement data without authentication or API keys; it is company filings data, not live quotes.	`financewatch` can link to SEC filings/fundamentals later, but should not confuse filings data with quote data.
apple-usernotifications-overview	UserNotifications framework	https://developer.apple.com/documentation/usernotifications	User-facing notifications communicate important information to users of an app, whether or not the app is running.	`notificationdigest` can summarize Surface-owned notifications/events, but this does not imply access to other apps' notification history.
apple-usernotifications-getdelivered	UNUserNotificationCenter getDeliveredNotifications	https://developer.apple.com/documentation/usernotifications/unusernotificationcenter/getdeliverednotifications%28completionhandler%3A%29	Apple documents fetching all of the app's delivered notifications that are still present in Notification Center.	Use only as an optional Surface-owned notification supplement; the durable digest should be file-backed.
apple-usernotifications-settings	UNUserNotificationCenter getNotificationSettings	https://developer.apple.com/documentation/usernotifications/unusernotificationcenter/getnotificationsettings%28completionhandler%3A%29	Apple documents retrieving the app's current notification-related settings.	Notification permission/status belongs in `permissionsdashboard`; `notificationdigest` can show a read-only blocked/status row.
apple-usernotifications-request	UNUserNotificationCenter requestAuthorization	https://developer.apple.com/documentation/usernotifications/unusernotificationcenter/requestauthorization%28options%3Acompletionhandler%3A%29	Apple documents requesting authorization to interact with users when local or remote notifications arrive.	Requests must be explicit user actions and should not happen during block startup or refresh.
apple-notification-content	UNNotificationContent	https://developer.apple.com/documentation/usernotifications/unnotificationcontent	Apple's notification content object carries the data associated with a local or remote notification, including display text and custom data.	Model digest rows around title/detail/source/action fields, but persist them in the Surface digest ledger instead of relying on Notification Center retention.
apple-oslogstore	OSLogStore	https://developer.apple.com/documentation/oslog/oslogstore	Apple documents OSLogStore as the interface for accessing stored log entries and related positions.	Unified-log access may help diagnostics later, but v1 digest should use an explicit event JSONL rather than mining logs.
raycast-universal-inbox	Raycast Store: Universal Inbox	https://www.raycast.com/dax42/universal-inbox	Raycast Universal Inbox presents a single inbox for notification-like items and requires an instance URL plus API key.	A unified inbox is useful, but service-backed aggregation and credentials are out of scope for `notificationdigest` v1.
raycast-gitea-notifications	Raycast Store: Gitea	https://www.raycast.com/mitsimi/gitea	Raycast Gitea includes a Notifications menu-bar command that shows unread count, recent notifications, direct open actions, mark-all-read, and minute-based updates.	Unread counts and open/read actions are useful, but service-specific API polling should live in source-specific plugins, not this digest.
raycast-notification	Raycast Store: Raycast Notification	https://www.raycast.com/maxnyby/raycast-notification	Raycast Notification can show text in Raycast's HUD or macOS Notification Center from a quicklink or cross-extension command.	This validates Surface-generated alert emission, not system-wide notification history ingestion.
apple-nowplaying-framework	Now Playing framework	https://developer.apple.com/documentation/nowplaying	Apple's Now Playing framework is documented around app-owned media controls across Apple platforms.	It is not evidence that Surface can inspect or control arbitrary system-wide playback from other apps.
apple-mpnowplayinginfocenter	MPNowPlayingInfoCenter	https://developer.apple.com/documentation/mediaplayer/mpnowplayinginfocenter	Apple's MediaPlayer now-playing info center is the object apps use for now-playing metadata.	`mediacontrols` should not treat app-published metadata APIs as a system-wide reader for other apps.
apple-mpremotecommandcenter	MPRemoteCommandCenter	https://developer.apple.com/documentation/mediaplayer/mpremotecommandcenter	Apple's remote command center is the MediaPlayer object for responding to remote-control events.	Playback buttons belong to the app that owns playback; Surface v1 should not add generic play/pause/skip controls.
apple-now-playable-app	Becoming a now playable app	https://developer.apple.com/documentation/mediaplayer/becoming-a-now-playable-app	Apple documents how an app becomes a Now Playing app and participates in system playback controls.	This reinforces that public Now Playing APIs are for source apps, not a utility overlay controlling every player.
apple-audiohardwaresystem	AudioHardwareSystem	https://developer.apple.com/documentation/coreaudio/audiohardwaresystem	Apple documents AudioHardwareSystem as the Core Audio system object for audio hardware, including system-level devices.	Use this as the preferred public live adapter path for audio route state on supported macOS versions.
apple-audiohardwaredevice	AudioHardwareDevice	https://developer.apple.com/documentation/coreaudio/audiohardwaredevice	Apple documents AudioHardwareDevice as a Core Audio hardware device object.	`mediacontrols` can model devices and capabilities directly instead of using shell tools or private media frameworks.
raycast-spotify-player	Raycast Store: Spotify Player	https://www.raycast.com/mattisssa/spotify-player	Raycast Spotify Player validates source-specific playback commands and current-track workflows for Spotify.	Spotify-style playback controls should be source-specific and credential/permission-aware, not folded into generic `mediacontrols` v1.
raycast-audio-device	Raycast Store: Audio Device	https://www.raycast.com/benvp/audio-device	Raycast Audio Device validates fast switching between macOS audio devices as a launcher workflow.	This supports a narrow audio-route block focused on explicit output/input device switching.
hammerspoon-audiodevice	Hammerspoon hs.audiodevice	https://www.hammerspoon.org/docs/hs.audiodevice.html	Hammerspoon's audio device module manipulates the system's audio devices.	Audio route/device state is the supported useful slice for `mediacontrols`; keep it explicit and adapter-backed.
hammerspoon-spotify	Hammerspoon hs.spotify	https://www.hammerspoon.org/docs/hs.spotify.html	Hammerspoon's Spotify module exposes current track, playback state, volume, play/pause, next, previous, and position commands.	Service-specific app control is proven useful but should live in scripts or source-specific plugins, not a generic route block.
hammerspoon-ipc	Hammerspoon hs.ipc	https://www.hammerspoon.org/docs/hs.ipc.html	Hammerspoon hs.ipc provides local/remote message ports and supports the `hs` command-line tool after the module is loaded.	Surface should not run arbitrary `hs -c`; if IPC matters, Hammerspoon should export status and predeclared commands.
hammerspoon-urlevent	Hammerspoon hs.urlevent	https://www.hammerspoon.org/docs/hs.urlevent.html	Hammerspoon hs.urlevent lets Hammerspoon respond to `hammerspoon://` URL events through bound callbacks.	Use only predeclared Hammerspoon-owned trigger URLs from the manifest, never raw Lua from Surface.
hammerspoon-json	Hammerspoon hs.json	https://www.hammerspoon.org/docs/hs.json.html	Hammerspoon hs.json can encode/decode JSON and read/write JSON files.	The safe bridge shape is Hammerspoon writing a JSON manifest/status file that Surface reads.
hammerspoon-hotkey	Hammerspoon hs.hotkey	https://www.hammerspoon.org/docs/hs.hotkey.html	Hammerspoon hs.hotkey creates and manages global keyboard shortcuts.	Hammerspoon should own its hotkeys; Surface should display/copy exported hotkeys, not register duplicates.
hammerspoon-settings	Hammerspoon hs.settings	https://www.hammerspoon.org/docs/hs.settings.html	Hammerspoon hs.settings provides persistent variables/settings for Hammerspoon configuration.	Persisted Hammerspoon state can feed the export file, but Surface should not mutate Hammerspoon settings in v1.
keyboardmaestro-engine	Keyboard Maestro Manual: Engine	https://wiki.keyboardmaestro.com/manual/Single_Page_Version	Keyboard Maestro separates the editor from the background Engine; the Engine performs macros, hotkeys, palettes, clipboard features, and should usually stay running.	`keyboardmaestrobridge` should treat Keyboard Maestro as the automation owner and only display exported engine/app status.
keyboardmaestro-scripting	Keyboard Maestro Manual: Scripting	https://wiki.keyboardmaestro.com/manual/Scripting	Keyboard Maestro Engine AppleScript can execute macros by name/UID, execute action XML, pass parameters, get variables, and expose macro metadata via dictionary commands.	Surface v1 should not call AppleScript or action XML; copy snippets or read exported status instead.
keyboardmaestro-url-trigger	Keyboard Maestro URL Trigger	https://wiki.keyboardmaestro.com/trigger/URL	Active macros can be triggered locally with `kmtrigger://macro=<MacroNameOrUUID>[&value=<TriggerValue>]`; names/values must be URL encoded and macro/group activation still applies.	Only predeclared local `kmtrigger://` URLs from the manifest are acceptable trigger handoffs.
keyboardmaestro-url-schemes	Keyboard Maestro URL Schemes	https://wiki.keyboardmaestro.com/manual/URL_Schemes	Keyboard Maestro documents editor URLs such as `keyboardmaestro://m=<MacroNameOrUUID>` and local `kmtrigger://` trigger URLs, with remote trigger URLs as a separate server-backed path.	Surface can open decoded manifest editor URLs and local trigger URLs, but should not use remote trigger URLs.
keyboardmaestro-cli	Keyboard Maestro CLI Tool	https://wiki.keyboardmaestro.com/trigger/keyboardmaestro	Keyboard Maestro ships a bundled `keyboardmaestro` CLI that can trigger or edit macros, pass parameters, run async, and even execute action XML.	Do not run the CLI from Surface v1; it would duplicate `scriptoutput` and turn the block into a macro runner.
keyboardmaestro-write-file	Keyboard Maestro Write to a File Action	https://wiki.keyboardmaestro.com/action/Write_to_a_File	Keyboard Maestro can write variables, text, clipboard data, or styled text to files, but the write action overwrites existing files.	A Keyboard Maestro-owned export macro can write `keyboardmaestrobridge-state.json`; Surface should only read it.
keyboardmaestro-jsonfromvariables	Keyboard Maestro JSONFromVariables token	https://wiki.keyboardmaestro.com/token/JSONFromVariables	Keyboard Maestro can generate JSON from variables, with caveats around case-sensitive JSON keys and case-insensitive variables.	Export macros can assemble JSON, but Surface should validate decoded manifest fields and not infer the full macro database.
apple-scripting-bridge	Scripting Bridge Programming Guide	https://developer.apple.com/library/archive/documentation/Cocoa/Conceptual/ScriptingBridgeConcepts/Introduction/Introduction.html	Apple's Scripting Bridge guide describes Objective-C access to scriptable applications and their scripting interfaces.	Browser active-tab adapters can use Apple Events/Scripting Bridge only after explicit Automation permission and per-browser support.
apple-nsapplescript	NSAppleScript	https://developer.apple.com/documentation/foundation/nsapplescript	Apple documents NSAppleScript as the class for loading, compiling, and executing AppleScript scripts.	Use only behind a small testable adapter if needed; do not make browser capture depend on shelling out to `osascript`.
apple-safari-web-extension	Creating a Safari web extension	https://developer.apple.com/documentation/safariservices/creating-a-safari-web-extension	Apple documents creating Safari web extensions as a SafariServices integration path.	A Safari extension/native bridge is a later explicit adapter, not something `browsersessioncards` installs silently.
chrome-tabs-api	Chrome Extensions tabs API	https://developer.chrome.com/docs/extensions/reference/api/tabs	Chrome's tabs API lets extensions interact with browser tabs, including tab metadata and operations under extension permissions.	Tab metadata should come from an explicit extension/cache path if Surface needs richer browser session state.
chrome-activetab	Chrome Extensions activeTab	https://developer.chrome.com/docs/extensions/develop/concepts/activeTab	Chrome documents `activeTab` as a way to grant temporary host access for the active tab after user invocation.	Prefer user-invoked active-tab capture over broad always-on tab/history permissions.
chrome-native-messaging	Chrome Extensions native messaging	https://developer.chrome.com/docs/extensions/develop/concepts/native-messaging	Chrome documents native messaging for communicating between extensions and native applications.	A future browser extension should hand off snapshots through an explicit native host/cache rather than direct profile scraping.
chrome-devtools-targets	Chrome DevTools Protocol Target.getTargets	https://chromedevtools.github.io/devtools-protocol/tot/Target/#method-getTargets	Chrome DevTools Protocol exposes target discovery when a browser is running with a debugging endpoint.	Treat CDP as explicit developer/debug mode only; never launch or require remote debugging by default.
raycast-browser-extension	Raycast Browser Extension	https://www.raycast.com/browser-extension	Raycast's browser extension connects browser context to Raycast workflows.	This validates browser-extension-backed context capture while reinforcing that it is an installed, explicit integration.
raycast-dynamic-browser-placeholder	Raycast Dynamic Placeholders	https://manual.raycast.com/dynamic-placeholders	Raycast Dynamic Placeholders include browser-tab context among many placeholder types.	Browser context is useful for prompt/snippet handoffs, but should be provided as a bounded snapshot owner rather than inside `snippetprompt`.
raycast-ai-extensions	Raycast Manual: AI Extensions	https://manual.raycast.com/ai/ai-extensions	Raycast AI Extensions document how extensions can integrate AI with custom commands and extension-provided behavior.	Useful AI execution belongs in explicit source/plugin integrations, not hidden inside a generic Surface scratchpad.
openai-text-generation	OpenAI API: Text generation	https://platform.openai.com/docs/guides/text	OpenAI's text-generation guide documents providing inputs to models and receiving generated text outputs through API calls.	AI execution implies provider/API integration, so `aicommandscratchpad` v1 should store prompts and outputs without calling APIs.
openai-prompt-engineering	OpenAI API: Prompt engineering	https://platform.openai.com/docs/guides/prompt-engineering	OpenAI's prompt-engineering guide emphasizes clear instructions, examples, context, and iterative prompt design.	Surface can support prompt assembly, context references, fixtures, and copy formats without becoming a chat or agent runner.
surface-diagnosticbundle-redaction-owner	Surface Diagnostic Bundle spec	diagnosticbundle-spec.md	`diagnosticbundle` already owns artifact export, generated bundle folders, redaction reports, and redaction modes including `manual-review` and `exclude`.	Crash attachment policy should extend `diagnosticbundle` classification instead of adding another exporter or registry.
surface-crashreports-sensitive-summary	Surface Crash Reports spec	crashreports-spec.md	`crashreports` treats raw crash text as sensitive and copies only bounded summaries that omit device identifiers, private paths, registers, and raw memory addresses by default.	Export redacted crash summaries by default, but keep raw `.ips` and `.crash` reports manual-review.
surface-crashsymbolication-handoff-owner	Surface Crash Symbolication spec	crashsymbolication-spec.md	`crashsymbolication` keeps symbolication as copied Xcode/CLI handoff text and excludes command execution, directory search, symbol download, upload, mutation, and binary parsing.	Export handoff text by default, but keep raw symbolication output manual-review.
surface-dsymcatalog-metadata-owner	Surface dSYM Catalog spec	dsymcatalog-spec.md	`dsymcatalog` owns explicit symbol metadata and path pointers while excluding dSYM/archive/app copying, scanning, mutation, upload, download, and DWARF/Mach-O parsing.	Export redacted catalog metadata only; exclude dSYM, archive, app bundle, app binary, and symbol-map contents by default.
apple-crash-report-sensitive-sections	Apple Xcode: Examining the fields in a crash report	https://developer.apple.com/documentation/xcode/examining-the-fields-in-a-crash-report	Apple documents crash report sections such as process details, exception data, termination data, thread state, and binary images.	Raw crash reports can expose sensitive identifiers, paths, registers, frames, and binary metadata, so default them to manual-review.
apple-acquiring-crash-diagnostics	Apple Xcode: Acquiring crash reports and diagnostic logs	https://developer.apple.com/documentation/xcode/acquiring-crash-reports-and-diagnostic-logs	Apple documents crash reports and diagnostic logs as explicit debugging artifacts obtained through Xcode and related workflows.	Surface should consume explicit crash artifacts only and should not collect logs or diagnostics during export.
sentry-apple-event-attachments	Sentry Apple attachments	https://docs.sentry.io/platforms/apple/enriching-events/attachments/	Sentry's Apple SDK supports adding file or byte attachments such as logs or config files to event data visible alongside event details.	Surface should never auto-attach or upload crash files; third-party crash exports and attachments need manual review.
github-attaching-files	GitHub Docs: Attaching files	https://docs.github.com/en/get-started/writing-on-github/working-with-advanced-formatting/attaching-files	GitHub documents attaching files to issues and pull requests and notes that files are uploaded immediately when attached.	`diagnosticbundle` should copy issue/support summaries locally and never upload attachments automatically.
surface-blockimage-renderer-owner	Surface BlockImageRenderer	../tools/block-preview/support/BlockPreviewSupport.swift	`BlockImageRenderer` currently creates an `NSHostingView`, asks for `bitmapImageRepForCachingDisplay`, caches display into that bitmap, and encodes PNG without explicit scale, appearance, or locale inputs.	Renderer scale/appearance/locale control belongs in the existing renderer owner, not a plugin or second preview renderer.
surface-baselineplatforms-renderer-first	Surface Baseline Platforms spec	baselineplatforms-spec.md	`baselineplatforms` says to prefer making `BlockImageRenderer` deterministic and to consider explicit renderer scale before adding platform lanes.	`rendererscalecontrol` should be a prerequisite to any second visual-baseline lane.
apple-nsbitmapimagerep-explicit-pixels	NSBitmapImageRep explicit bitmap initializer	https://developer.apple.com/documentation/appkit/nsbitmapimagerep/init%28bitmapdataplanes%3Apixelswide%3Apixelshigh%3Abitspersample%3Asamplesperpixel%3Ahasalpha%3Aisplanar%3Acolorspacename%3Abitmapformat%3Abytesperrow%3Abitsperpixel%3A%29	Apple documents creating an `NSBitmapImageRep` with explicit pixel width, pixel height, sample layout, color space, bytes per row, and bits per pixel.	Fixed renderer scale can be implemented by rendering into exact pixel dimensions rather than resizing output afterward.
apple-nsview-cache-display	NSView cacheDisplay(in:to:)	https://developer.apple.com/documentation/appkit/nsview/cachedisplay%28in%3Ato%3A%29	Apple documents caching a view's display into an `NSBitmapImageRep`.	Surface should stay in the current AppKit rendering family while adding configuration.
apple-nsappearance	NSAppearance	https://developer.apple.com/documentation/appkit/nsappearance	Apple documents `NSAppearance` as the object representing standard interface appearances for AppKit rendering.	Preview rendering can set host appearance locally instead of mutating global app or system appearance.
apple-swiftui-environment-locale	SwiftUI EnvironmentValues locale	https://developer.apple.com/documentation/swiftui/environmentvalues/locale	SwiftUI exposes locale as an environment value for view rendering.	Preview rendering can set a deterministic locale such as `en_US_POSIX` without changing the user's global locale.
apple-swiftui-environment-colorscheme	SwiftUI EnvironmentValues colorScheme	https://developer.apple.com/documentation/swiftui/environmentvalues/colorscheme	SwiftUI exposes color scheme as an environment value for rendering light or dark variants.	Preview rendering should pair explicit AppKit appearance with SwiftUI color scheme for deterministic light/dark baselines.
surface-diagnosticbundle-redaction-modes	Surface Diagnostic Bundle spec	diagnosticbundle-spec.md	`diagnosticbundle` already defines `passthrough`, `summary-only`, `redact-known-keys`, `manual-review`, and `exclude`, plus deterministic `summary.md` and `redaction-report.json` output.	Redaction key policy should live inside `diagnosticbundle`, not a second sanitizer or registry.
surface-crashattachmentpolicy-strictest	Surface Crash Attachment Policy spec	crashattachmentpolicy-spec.md	`crashattachmentpolicy` marks raw crash reports, symbolication output, third-party crash exports, dSYM bundles, archives, app bundles, app binaries, and sysdiagnose artifacts as manual-review or excluded by default.	`diagnosticbundleredactionkeys` should refine structured summaries and metadata, not loosen crash/symbol artifact defaults.
owasp-logging-data-to-exclude	OWASP Logging Cheat Sheet: Data to exclude	https://cheatsheetseries.owasp.org/cheatsheets/Logging_Cheat_Sheet.html	OWASP logging guidance calls out sensitive data classes that should be excluded or treated carefully, including session identifiers, access tokens, passwords, and personal data.	Surface diagnostic redaction should include fixed secret, identity, path, local-context, and crash-detail key classes.
sentry-sensitive-data-guidance	Sentry Scrubbing Sensitive Data	https://docs.sentry.io/platforms/python/data-management/sensitive-data/	Sentry recommends filtering or scrubbing sensitive data before it is sent or stored and highlights PII, authentication credentials, and confidential data.	Surface should redact structured exports before any manual sharing and should never rely on upload-time scrubbing.
apple-oslogprivacy-diagnostic-redaction	Apple OSLogPrivacy	https://developer.apple.com/documentation/os/oslogprivacy	Apple documents privacy handling for logged values that may be sensitive.	Diagnostic bundle summaries should avoid raw private log fields and keep text logs manual-review unless structured redaction is possible.
surface-visualbaselines-report-owner	Surface Visual Baselines spec	visualbaselines-spec.md	`visualbaselines` owns check/record commands, image comparison, diff artifact writing, and `.build/surface-status/visualbaselines.json`.	The consolidated report schema should live in the visual-baseline harness, not a plugin or second report registry.
surface-visualartifactretention-report-fields	Surface Visual Artifact Retention spec	visualartifactretention-spec.md	`visualartifactretention` adds local retention, CI upload, baseline storage, size policy, and artifact-policy metadata to `visualbaselines.json`.	Artifact retention should be report fields read by CI, `previewgallery`, and `diagnosticbundle`, not a runtime artifact manager.
surface-baselineplatforms-report-fields	Surface Baseline Platforms spec	baselineplatforms-spec.md	`baselineplatforms` adds platform lane metadata, runner label, OS/architecture/scale fields, warnings, and `platformMismatch` status.	Platform metadata and mismatch classification should be top-level report fields before pixel comparison.
surface-rendererscalecontrol-report-fields	Surface Renderer Scale Control spec	rendererscalecontrol-spec.md	`rendererscalecontrol` adds renderer configuration fields for scale policy, scale, appearance, color scheme, locale, and output pixel dimensions.	Renderer input/output metadata should be included in every visual baseline report before adding platform lanes.
json-schema-specification	JSON Schema specification	https://json-schema.org/specification	JSON Schema defines a standard way to describe and validate JSON document structure.	Surface can define an exact v1 report contract and later add a schema file without creating a schema registry.
playwright-visual-environment-variance	Playwright visual comparisons	https://playwright.dev/docs/test-snapshots	Playwright warns that browser rendering can vary by host OS, version, settings, hardware, power source, headless mode, and other factors, and recommends consistent environments.	`visualbaselines.json` should record platform and renderer metadata so wrong-lane runs are separated from UI pixel changes.
coast-cli-local-context	Coast CLI local help	/Applications/Coast Lite.app/Contents/Resources/skill/coast-cli-skill/SKILL.md	Coast exposes local screen recording sessions, top apps/domains, full-text OCR search, representative frame samples, frame metadata/OCR/images, current screen capture, and optional AX trees.	`activitycontext` should show bounded current/recent context and avoid becoming a timeline browser, OCR search UI, or permission manager.
cued-local-followups	Cued local CLI skill	/Users/snbafana/.agents/skills/cued/SKILL.md	Cued exposes local contacts, conversations, messages, unread counts, and relationship patterns such as follow-up needed and unread triage through the encrypted local datastore.	`followupqueue` should read local Cued rows and show who needs attention without sending messages, enriching contacts, or duplicating Cued's relationship graph.
surface-context-integration-builds	Surface Context Integration Builds	context-integration-builds-2026-07-04.md	The build note selects `activitycontext`, `followupqueue`, and `githubqueue` and records their fixture-first, background-live-adapter boundaries.	These three plugins are now implemented as BlockRuntime targets and should remain inside the existing registry/runtime path.
